device_id,UTC_datetime,UTC_date,UTC_time,datatype,satcount,U_bat_mV,bat_soc_pct,solar_I_mA,hdop,Latitude,Longitude,Altitude_m,speed_km_h,direction_deg,temperature_C,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,
192040,2020-05-15 00:24:49,2020-05-15,00:24:49,GPS,0,3785,31,0,0.0,0.000000000000000,0.000000000000000,0,0,0,31,747,-650,-771,103,-442,1077,
192040,2020-05-15 00:24:49,2020-05-15,00:24:49,SENSORS,,,,,,,,,,,,,,,63,-436,968,
192040,2020-05-15 00:29:49,2020-05-15,00:29:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 00:34:49,2020-05-15,00:34:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 00:39:49,2020-05-15,00:39:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 00:44:49,2020-05-15,00:44:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 00:49:49,2020-05-15,00:49:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 00:54:49,2020-05-15,00:54:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 00:59:49,2020-05-15,00:59:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:04:49,2020-05-15,01:04:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:09:49,2020-05-15,01:09:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:14:49,2020-05-15,01:14:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:19:49,2020-05-15,01:19:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:24:49,2020-05-15,01:24:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:29:49,2020-05-15,01:29:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:34:49,2020-05-15,01:34:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:39:49,2020-05-15,01:39:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:44:49,2020-05-15,01:44:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:49:49,2020-05-15,01:49:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:54:49,2020-05-15,01:54:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 01:59:49,2020-05-15,01:59:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 02:04:49,2020-05-15,02:04:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 02:09:49,2020-05-15,02:09:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 02:14:49,2020-05-15,02:14:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 02:19:49,2020-05-15,02:19:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 02:24:49,2020-05-15,02:24:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 02:29:49,2020-05-15,02:29:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 02:34:49,2020-05-15,02:34:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 02:39:49,2020-05-15,02:39:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 02:44:49,2020-05-15,02:44:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192040,2020-05-15 02:49:49,2020-05-15,02:49:49,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
